route	page	#	station	text
Kent-Sussex-Wessex	0662	005	SALISBURY	Platform 6 PP
Kent-Sussex-Wessex	0662	006	SALISBURY	Down and Up Main platform
Kent-Sussex-Wessex	0678	004	ASH VALE	Platform Length
Kent-Sussex-Wessex	0678	005	ASH VALE	Platform 1 - 169 metres (184.8 yards)
Kent-Sussex-Wessex	0678	006	ASH VALE	Platform 2 - 175 mefres (191.4 yards)
Kent-Sussex-Wessex	0679	001	ALDERSHOT	Platform Lengths
Kent-Sussex-Wessex	0679	002	ALDERSHOT	Platform 1 - 247m (270 yards)
Kent-Sussex-Wessex	0679	003	ALDERSHOT	Platform 2 - 248m (271.2 yards)
Kent-Sussex-Wessex	0679	004	ALDERSHOT	Platform 3 - 248m (271.2 yards)
Kent-Sussex-Wessex	0680	002	FARNHAM	on Up and Down platform lines
Kent-Sussex-Wessex	0681	002	BENTLEY	Platform Lengths
Kent-Sussex-Wessex	0681	003	BENTLEY	Platform 1 - 125 metres (136.7 yards)
Kent-Sussex-Wessex	0681	004	BENTLEY	Platform 2 - 122 metres (133.4 yards)
Kent-Sussex-Wessex	0682	001	ALTON	Platform Lengths
Kent-Sussex-Wessex	0682	002	ALTON	Platform 1 - 167 metres (182.6 yards)
Kent-Sussex-Wessex	0682	003	ALTON	Platform 2 - 172 metres (188 yards)
Kent-Sussex-Wessex	0693	002	FAREHAM	Up platform line
Kent-Sussex-Wessex	0707	004	WESTBURY	trains on all platforms
Kent-Sussex-Wessex	0725	002	HORSHAM	(both directions), Down and Up Main platform lines
Kent-Sussex-Wessex	0749	001	ASCOT	Down and Up main platform lines and DPL
London-North-Eastern	0167	003	KINGS CROSS	platforms.
London-North-Eastern	0167	004	KINGS CROSS	Electric trains only access to platform 0
London-North-Eastern	0174	004	WELWYN GARDEN CITY	UB = Up Back Platform = 160m 175yds
London-North-Eastern	0174	005	WELWYN GARDEN CITY	DB = Down Back Platform = 160m 175yds
London-North-Eastern	0179	003	HUNTINGDON	Up Bay Platform 1 for Class 1, 2, 3 ECS, 5,9 0
London-North-Eastern	0186	008	GRANTHAM	Down / Up Slow Platform 4 and Platform 3 for Class
London-North-Eastern	0188	005	NEWARK NORTH GATE	Passenger Loop Platform 3 for Class 1, 2, 3 ECS, 5,
London-North-Eastern	0191	001	RETFORD	DPs Down Platform Line
London-North-Eastern	0191	002	RETFORD	UPL = Up Platform Loop (755m / 826yds)
London-North-Eastern	0195	008	DONCASTER	UPL = Up Platform Loop
London-North-Eastern	0195	010	DONCASTER	DPL = Down Platform Loop
London-North-Eastern	0207	002	FOXTON	Up platform - 105m (113yds)
London-North-Eastern	0207	003	FOXTON	Down platform - 84m (91yds)
London-North-Eastern	0209	004	CAMBRIDGE	Platform 1 - 255m (278 yd) PP-A
London-North-Eastern	0209	005	CAMBRIDGE	Platform 2 - 207m (224 yd)
London-North-Eastern	0209	006	CAMBRIDGE	Platform 3 - 166m (179 yd)
London-North-Eastern	0209	007	CAMBRIDGE	Platform 4 - 220m (237 yd) PP-A
London-North-Eastern	0209	008	CAMBRIDGE	Platform 5 - 121m (132 yd)
London-North-Eastern	0209	009	CAMBRIDGE	Platform 6 - 145m (157 yd)
London-North-Eastern	0209	010	CAMBRIDGE	Platform 7 - 270m (295 yd) PP-A
London-North-Eastern	0209	011	CAMBRIDGE	Platform 8 - 270m (295 yd) PP-A
London-North-Eastern	0209	012	CAMBRIDGE	P7 - Platform 7 line
London-North-Eastern	0221	006	SPALDING	station platforms
London-North-Eastern	0227	016	LINCOLN CENTRAL	PP is authorised on Platforms 3, 4 and 5 for
London-North-Eastern	0251	006	SKEGNESS	Platforms 6 8 7 OOU
London-North-Eastern	0251	007	SKEGNESS	Platforms 2 4 5 restricted use.
London-North-Eastern	0296	002	YORK	PP is authorised on Platform
London-North-Eastern	0302	007	DARLINGTON	PP is authorised on Platforms 1 4 for Class 1,
London-North-Eastern	0308	005	NEWCASTLE	PP is authorised on Platforms 2 to 8
London-North-Eastern	0357	001	KENTISH TOWN	Platform lengths
London-North-Eastern	0357	002	KENTISH TOWN	Platform 3 - 201 metres
London-North-Eastern	0357	003	KENTISH TOWN	Platform 4 - 174 metres
London-North-Eastern	0359	001	WEST HAMPSTEAD THAMESLINK	Platform lengths
London-North-Eastern	0359	002	WEST HAMPSTEAD THAMESLINK	Platform 1 - 245 metres
London-North-Eastern	0359	003	WEST HAMPSTEAD THAMESLINK	Platform 2 - 245 metres
London-North-Eastern	0359	004	WEST HAMPSTEAD THAMESLINK	Platform 3 - 245 metres
London-North-Eastern	0359	005	WEST HAMPSTEAD THAMESLINK	Platform 4 - 245 metres
London-North-Eastern	0360	006	CRICKLEWOOD	Platform lengths
London-North-Eastern	0360	008	CRICKLEWOOD	Platform 1 - 171 metres
London-North-Eastern	0360	010	CRICKLEWOOD	Platform 2 - 171 metres
London-North-Eastern	0360	012	CRICKLEWOOD	Platform 3 - 171 metres
London-North-Eastern	0360	014	CRICKLEWOOD	Platform 4 - 183 metres
London-North-Eastern	0362	005	HENDON	Platform lengths
London-North-Eastern	0362	006	HENDON	Platform 1 - 166 metres
London-North-Eastern	0362	007	HENDON	Platform 2 - 170 metres
London-North-Eastern	0362	008	HENDON	Platform 3 - 172 metres
London-North-Eastern	0362	009	HENDON	Platform 4 - 166 metres
London-North-Eastern	0365	001	RADLETT	Platform lengths Radlett
London-North-Eastern	0365	002	RADLETT	Platform 1 - 245 metres
London-North-Eastern	0365	003	RADLETT	Platform 2 - 245 metres
London-North-Eastern	0365	004	RADLETT	Platform 3 - 170 metres
London-North-Eastern	0365	005	RADLETT	Platform 4 - 170 metres
London-North-Eastern	0368	001	HARPENDEN	Platform lengths
London-North-Eastern	0368	002	HARPENDEN	Platform 1 - 245 metres
London-North-Eastern	0368	003	HARPENDEN	Platform 2 - 245 metres
London-North-Eastern	0368	004	HARPENDEN	Platform 3 - 245 metres
London-North-Eastern	0368	005	HARPENDEN	Platform 4 - 245 metres
London-North-Eastern	0371	001	LEAGRAVE	Platform lengths Leagrave
London-North-Eastern	0371	002	LEAGRAVE	Platform 1 - 245 metres
London-North-Eastern	0371	003	LEAGRAVE	Platform 2 - 245 metres
London-North-Eastern	0371	004	LEAGRAVE	Platform 3 - 177 metres
London-North-Eastern	0371	005	LEAGRAVE	Platform 4 - 245 metres
London-North-Eastern	0375	001	BEDFORD	Platform lengths
London-North-Eastern	0375	002	BEDFORD	Platform 1A - 81 metres
London-North-Eastern	0375	003	BEDFORD	Platform 1 - 261 metres
London-North-Eastern	0375	004	BEDFORD	Platform 2 - 261 metres
London-North-Eastern	0375	005	BEDFORD	Platform 3 - 261 metres
London-North-Eastern	0375	006	BEDFORD	Platform 4 - 240 metres
London-North-Eastern	0378	001	WELLINGBOROUGH	Platform Lengths Wellingborough
London-North-Eastern	0378	002	WELLINGBOROUGH	Down Fast - 215 metres
London-North-Eastern	0378	003	WELLINGBOROUGH	Down Fast - 213 metres
London-North-Eastern	0378	004	WELLINGBOROUGH	Up / Down Slow - 102 metres
London-North-Eastern	0380	003	KETTERING	Platform lengths
London-North-Eastern	0380	004	KETTERING	Platform 1 - 185 metres (PP-C)
London-North-Eastern	0380	005	KETTERING	Platform 2 - 186 metres (PP-C)
London-North-Eastern	0380	006	KETTERING	Platform 3 - 193 metres
London-North-Eastern	0380	007	KETTERING	Platform 4 - 187 metres
London-North-Eastern	0381	001	MARKET HARBOROUGH	Platform lengths
London-North-Eastern	0381	002	MARKET HARBOROUGH	Platform 1 - 208 metres
London-North-Eastern	0381	003	MARKET HARBOROUGH	Platform 2 - 129 metres
London-North-Eastern	0384	004	LEICESTER	Platform lengths
London-North-Eastern	0384	006	LEICESTER	Platform 1 - 270 metres
London-North-Eastern	0384	008	LEICESTER	Platform 2 - 281 metres
London-North-Eastern	0384	010	LEICESTER	Platform 3 - 281 metres
London-North-Eastern	0384	012	LEICESTER	Platform 4 - 288 metres
London-North-Eastern	0384	014	LEICESTER	All Platforms PP
London-North-Eastern	0386	001	SILEBY	Platform lengths
London-North-Eastern	0386	002	SILEBY	Platform 1 - 58 metres
London-North-Eastern	0386	003	SILEBY	Platform 2 - 58 metres
London-North-Eastern	0388	004	EAST MIDLANDS PARKWAY	Platform lengths
London-North-Eastern	0388	005	EAST MIDLANDS PARKWAY	Platform 1 - 256 metres
London-North-Eastern	0388	006	EAST MIDLANDS PARKWAY	Platform 2 - 258 metres
London-North-Eastern	0388	007	EAST MIDLANDS PARKWAY	Platform 3 - 122 metres
London-North-Eastern	0388	008	EAST MIDLANDS PARKWAY	Platform 4 - 122 metres
London-North-Eastern	0392	011	DERBY	Platform lengths
London-North-Eastern	0392	012	DERBY	Platform 1 - 331 metres
London-North-Eastern	0392	013	DERBY	Platform 2 - 334 metres
London-North-Eastern	0392	014	DERBY	Platform 3 - 334 metres
London-North-Eastern	0392	015	DERBY	Platform 4 - 334 metres
London-North-Eastern	0392	016	DERBY	Platform 5 - 337 metres
London-North-Eastern	0392	017	DERBY	Platform 6 - 338 metres
London-North-Eastern	0392	018	DERBY	DP Platform face restricted use.
London-North-Eastern	0404	010	NOTTINGHAM	3 (ecs), 5, 9, 0 trains in All Platforms
London-North-Eastern	0404	011	NOTTINGHAM	AWS Inductors are not provided at platform
London-North-Eastern	0412	008	ALFRETON	Platform lengths Alfreton
London-North-Eastern	0412	009	ALFRETON	Down Erewash - 191 metres
London-North-Eastern	0412	010	ALFRETON	Up Erewash-190 metres
London-North-Eastern	0416	011	ST PANCRAS INTERNATIONAL	Platform A Length 274m / 300yd
London-North-Eastern	0416	012	ST PANCRAS INTERNATIONAL	Platform B Length 274m / 300yd
London-North-Eastern	0417	011	KENTISH TOWN	Platform 1 Length 192m
London-North-Eastern	0417	012	KENTISH TOWN	Platform 2 Length 201m
London-North-Eastern	0417	013	KENTISH TOWN	Platform 3 Length 201m
London-North-Eastern	0426	006	HINCKLEY	Platform Lengths
London-North-Eastern	0426	007	HINCKLEY	Down - 104 metres
London-North-Eastern	0426	008	HINCKLEY	Up - 104 metres
London-North-Eastern	0432	002	AMBERGATE	Platform length 95 metres GSM-R
London-North-Eastern	0434	004	MATLOCK BATH	Platform Length 186 metres
London-North-Eastern	0435	007	MATLOCK	Platform 1 = 123 metres
London-North-Eastern	0435	008	MATLOCK	Platform 2 (Peak Rail) 144 metres
London-North-Eastern	0438	013	BULWELL	Platform Length
London-North-Eastern	0438	014	BULWELL	Bullwell-80 metres
London-North-Eastern	0439	013	HUCKNALL	Platform Length Hucknall - 94 metres
London-North-Eastern	0440	002	NEWSTEAD	Platform Length 94 metres
London-North-Eastern	0452	003	PEARTREE	Platform lengths Peartree
London-North-Eastern	0452	004	PEARTREE	Up Platform = 61 metres
London-North-Eastern	0452	005	PEARTREE	Down Platform = 64 metres
London-North-Eastern	0453	007	WILLINGTON	Platform lengths Willington
London-North-Eastern	0453	008	WILLINGTON	Up Platform = 81 metres
London-North-Eastern	0453	009	WILLINGTON	Down Platform = 81 metres
London-North-Eastern	0454	009	BURTON-ON-TRENT	Platforms lengths
London-North-Eastern	0454	010	BURTON-ON-TRENT	Up Tamworth Platform 1 = 217 metres
London-North-Eastern	0454	011	BURTON-ON-TRENT	Down Tamworth Platform 2 = 217 metres
London-North-Eastern	0459	001	TUTBURY AND HATTON	Platform lengths
London-North-Eastern	0459	002	TUTBURY AND HATTON	Down-93 metres
London-North-Eastern	0459	003	TUTBURY AND HATTON	Up-93 metres
London-North-Eastern	0461	001	UTTOXETER	Platform lengths
London-North-Eastern	0461	002	UTTOXETER	Down-69 metres
London-North-Eastern	0461	003	UTTOXETER	Up-77 metres
London-North-Eastern	0461	004	UTTOXETER	DGL 276 metres / 903 foot
London-North-Eastern	0464	001	BLYTHE BRIDGE	Platform lengths Blythe Bridge
London-North-Eastern	0464	002	BLYTHE BRIDGE	Down-31 metres
London-North-Eastern	0464	003	BLYTHE BRIDGE	Up-91 metres
London-North-Eastern	0465	001	LONGTON	Platform lengths
London-North-Eastern	0465	002	LONGTON	Down-88 metres
London-North-Eastern	0465	003	LONGTON	Up-85 metres
London-North-Eastern	0478	001	CORBY	Platform Length
London-North-Eastern	0478	002	CORBY	Corby - 236 metres
London-North-Eastern	0483	003	STAMFORD	Telephone - Up platform
London-North-Eastern	0483	004	STAMFORD	Platform lengths
London-North-Eastern	0483	005	STAMFORD	Down Main - 92 metres
London-North-Eastern	0483	006	STAMFORD	Up Main - 92 metres
London-North-Eastern	0486	002	OAKHAM	Platform lengths
London-North-Eastern	0486	003	OAKHAM	Down Main-101 metres
London-North-Eastern	0486	004	OAKHAM	Up Main-132 metres
London-North-Eastern	0489	003	MELTON MOWBRAY	Platform lengths.
London-North-Eastern	0489	004	MELTON MOWBRAY	Down Main - 84 metres
London-North-Eastern	0489	005	MELTON MOWBRAY	Up Main - 86 metres
London-North-Eastern	0494	003	CARLTON	Platform Lengths Carlton
London-North-Eastern	0494	004	CARLTON	P2 - Down Newark 108 metres
London-North-Eastern	0494	005	CARLTON	P1 - Up Newark 76 metres
London-North-Eastern	0498	005	NEWARK CASTLE	Platform length Up = 64 metres
London-North-Eastern	0498	006	NEWARK CASTLE	Down = 90 metres
London-North-Eastern	0503	002	RADCLIFFE	Platform lengths
London-North-Eastern	0503	003	RADCLIFFE	Platform 1 = 120 metres
London-North-Eastern	0503	004	RADCLIFFE	Platform 2 = 97 metres
London-North-Eastern	0504	003	NETHERFIELD	Platform lengths
London-North-Eastern	0504	004	NETHERFIELD	P1 Down Grantham 109 metres
London-North-Eastern	0504	005	NETHERFIELD	P2 Up Grantham 111 metres
London-North-Eastern	0549	003	GRIMSBY TOWN	and 0 in all platforms
London-North-Eastern	0556	012	WORKSOP	PP is authorised in the Down Platform and
London-North-Eastern	0556	014	WORKSOP	Up Platform for use in unplanned
London-North-Eastern	0628	011	SHEFFIELD	PP is authorised on Platforms 1, 2, 5, 6 and 8
London-North-Eastern	0690	003	WAKEFIELD WESTGATE	PP is authorised on the Down Platform Loop
London-North-Eastern	0690	004	WAKEFIELD WESTGATE	and Up Platform line.
London-North-Eastern	0693	005	LEEDS	platforms 10, 13, 14, 17 - full use for class 1, 2,
London-North-Eastern	0715	002	WAKEFIELD KIRKGATE	platforms 1, 2 and 3 for Class 1, 2, 3 ECS, 5, 9 80
London-North-Eastern	0720	003	YORK	3 (ECS), 5, 9 4 0 trains in Platforms 1, 2, 6, 7 8.
London-North-Eastern	0720	004	YORK	PP is authorised on platform lines 3, 4, 5, 9, 10
London-North-Eastern	0722	016	HALIFAX	(ECS) 5,9 and 0, in Platforms 1 and 2 in the down
London-North-Eastern	0747	001	YORK	PP is authorised in platform lines 4 and 5 for Class
London-North-Eastern	0754	008	WAKEFIELD KIRKGATE	Kirkgate Platforms 1, 2 4 3 for Class 1, 2, 3 ECS, 5,
London-North-Eastern	0770	004	SELBY	Down Hull Platform 1 for Class 1, 2, 3 ECS, 5,9 8 0
London-North-Eastern	0775	002	HULL	15mph leaving and entering platforms 0 00
London-North-Eastern	0868	009	HARTLEPOOL	departing Down Bay Platform
London-North-Eastern	0884	006	MIDDLESBROUGH	Up and Down platforms
London-North-Eastern	0921	023	CARLISLE	PP is authorised in Platforms 1, 3 and 4
London-North-Western-North	0007	021	RUGELEY TRENT VALLEY	Platform lengths. Rugelsy Trent Valley
London-North-Western-North	0007	023	RUGELEY TRENT VALLEY	Up (Platform 3) - 145 metres (159 yards)
London-North-Western-North	0007	024	RUGELEY TRENT VALLEY	Down (Platform 2) - 135 metres (147 yards)
London-North-Western-North	0010	008	STAFFORD	Platform Lengths Stafford.
London-North-Western-North	0010	009	STAFFORD	Platform 1 288m (315yds) (PP-A in both directions)
London-North-Western-North	0010	010	STAFFORD	Platform 3 280m (307yds) (Down direction)
London-North-Western-North	0015	003	CREWE	Platform Lengths. Crewe
London-North-Western-North	0015	005	CREWE	Up 311m (340yards) Down 332m (363yards)
London-North-Western-North	0015	007	CREWE	Up 159m (174yards) Down 159m (174yards)
London-North-Western-North	0015	009	CREWE	Up 90m (98yards) Down 90m (38yards)
London-North-Western-North	0015	011	CREWE	Up 132m (144yards) Down 132m (144yards)
London-North-Western-North	0015	013	CREWE	Up 273m (299yards) Down 256m (280yards)
London-North-Western-North	0015	015	CREWE	Up 254m (278yards) Down 313m (342yards)
London-North-Western-North	0015	017	CREWE	Up 387m (423yards) Down 446m (488yards)
London-North-Western-North	0015	019	CREWE	Up 154m (168yards) Down 154m (168yards)
London-North-Western-North	0015	021	CREWE	Up 116m (127yards) Down 116m (127yards)
London-North-Western-North	0015	023	CREWE	Up 202m (221yards) Down 202m (221yards)
London-North-Western-North	0015	025	CREWE	Up 80m (87yardsy Down 80m (87yards)
London-North-Western-North	0015	027	CREWE	Up 299m (327yards) Down 308m (337yards)
London-North-Western-North	0015	029	CREWE	Up 424m (464yards) Down 432m (472yards)
London-North-Western-North	0016	003	WINSFORD	Platform Lengths Winsford
London-North-Western-North	0016	004	WINSFORD	Up 86 metres (94 yards).
London-North-Western-North	0016	005	WINSFORD	Down 86 metres (24 yards).
London-North-Western-North	0018	006	ACTON BRIDGE	Platform Lengths Acton Bridge
London-North-Western-North	0018	008	ACTON BRIDGE	US Up 184 metres (201 yards)
London-North-Western-North	0018	010	ACTON BRIDGE	UF Up 144 metres (157 yards)
London-North-Western-North	0018	012	ACTON BRIDGE	DM Down 130 metres (142 yards)
London-North-Western-North	0021	003	WARRINGTON BANK QUAY	Platform Lengths Warrington Bank Quay
London-North-Western-North	0021	004	WARRINGTON BANK QUAY	Platform 1
London-North-Western-North	0021	005	WARRINGTON BANK QUAY	Up 249m (272yards) Permissive PP-C
London-North-Western-North	0021	006	WARRINGTON BANK QUAY	Down 211m (231yards)
London-North-Western-North	0021	007	WARRINGTON BANK QUAY	Platform 2
London-North-Western-North	0021	008	WARRINGTON BANK QUAY	Up 251m (274yards) Permissive PP-C
London-North-Western-North	0021	009	WARRINGTON BANK QUAY	Platform 3
London-North-Western-North	0021	010	WARRINGTON BANK QUAY	Down 258m (282yards) Permissive PP-C
London-North-Western-North	0021	011	WARRINGTON BANK QUAY	Platform 4
London-North-Western-North	0021	012	WARRINGTON BANK QUAY	Down 247m (270yards) Permissive PP-C
London-North-Western-North	0021	016	WARRINGTON BANK QUAY	Up Goods 282m (927ft)
London-North-Western-North	0026	005	WIGAN NORTH WESTERN	end of Platform 5).
London-North-Western-North	0027	004	EUXTON BALSHAW LANE	Platform Lengths Euxton Balshaw Lane
London-North-Western-North	0027	005	EUXTON BALSHAW LANE	Up. 88 metres (96 yards)
London-North-Western-North	0027	006	EUXTON BALSHAW LANE	Down 88 metres (96 yards)
London-North-Western-North	0028	003	LEYLAND	Platform Lengths Leyland
London-North-Western-North	0028	004	LEYLAND	Platform 1 101 metres (110 yards)
London-North-Western-North	0028	005	LEYLAND	Platform 2 101 metres (110 yards)
London-North-Western-North	0028	006	LEYLAND	Platform 3 101 metres (110 yards)
London-North-Western-North	0028	007	LEYLAND	Platform 4 100 metres (109 yards)
London-North-Western-North	0030	009	PRESTON	Platform Lengths. Preston
London-North-Western-North	0030	011	PRESTON	Platform 1
London-North-Western-North	0030	013	PRESTON	Up a Down 272m (297yards) Permissive PP
London-North-Western-North	0030	014	PRESTON	Platform 2
London-North-Western-North	0030	016	PRESTON	Up 4 Down 272m (297yards) Permissive PP
London-North-Western-North	0030	017	PRESTON	Platform 3
London-North-Western-North	0030	019	PRESTON	Up 4 Down 359m (393yards) Permissive PP
London-North-Western-North	0030	020	PRESTON	Platform 3c
London-North-Western-North	0032	004	PENKRIDGE	Platform Lengths Penkridge
London-North-Western-North	0032	005	PENKRIDGE	Platform 1 96 metres (105 yards).
London-North-Western-North	0032	006	PENKRIDGE	Platform 2 101 metres (110 yards).
London-North-Western-North	0036	003	RUGELEY TRENT VALLEY	Platform Lengths Rugeley Trent Valley
London-North-Western-North	0036	004	RUGELEY TRENT VALLEY	Up 4 Down (Platform 1) 96m (105yards)
London-North-Western-North	0037	002	KIDSGROVE	Platform Lengths Kidsgrove
London-North-Western-North	0037	003	KIDSGROVE	Platform 3 Up 119 metres (130 yards)
London-North-Western-North	0037	004	KIDSGROVE	Platform 4 Down 157 metres (171 yards)
London-North-Western-North	0037	006	KIDSGROVE	Down to Om 37ch
London-North-Western-North	0037	007	KIDSGROVE	Up from 1m 00ch A Entry 1m 18ch Up
London-North-Western-North	0038	001	ALSAGER	Platform Lengths. Alsager
London-North-Western-North	0038	002	ALSAGER	Platform 1 Down 91 metres (100 yards)
London-North-Western-North	0038	003	ALSAGER	Platform 2 Up 91 metres (100 yards)
London-North-Western-North	0040	002	NANTWICH	Down Platform - 118 metres (129 yards)
London-North-Western-North	0040	003	NANTWICH	Up Platform - 105 metres (115 yards)
London-North-Western-North	0080	009	RUNCORN	Platform Lengths Runcorn
London-North-Western-North	0080	010	RUNCORN	Up 325 metres (355 yards)
London-North-Western-North	0080	011	RUNCORN	Down 295 metres (322 yards)
London-North-Western-North	0080	012	RUNCORN	Down direction trains can turn back at Runcorn
London-North-Western-North	0080	013	RUNCORN	station Platform 2.
London-North-Western-North	0083	004	LIVERPOOL SOUTH PARKWAY	Platform Lengths Liverpool South Parkway
London-North-Western-North	0083	005	LIVERPOOL SOUTH PARKWAY	Platform 1 Up 123 metres (135 yards)
London-North-Western-North	0083	006	LIVERPOOL SOUTH PARKWAY	Platform 2 Down 137 metres (150 yards)
London-North-Western-North	0083	007	LIVERPOOL SOUTH PARKWAY	Platform 3 Up 137 metres (150 yards)
London-North-Western-North	0083	008	LIVERPOOL SOUTH PARKWAY	Platform 4 Down 117 metres (128 yards)
London-North-Western-North	0085	003	EDGE HILL	Platform Lengths Edge Hill
London-North-Western-North	0085	004	EDGE HILL	Platform 1 Up 208 metres (227yards)
London-North-Western-North	0085	005	EDGE HILL	Platform 2 Up Down 222 metres (243yards)
London-North-Western-North	0085	006	EDGE HILL	Platform 3 Up 224 metres (245yards)
London-North-Western-North	0085	007	EDGE HILL	Platform 4 Down 257 metres (281yards)
London-North-Western-North	0085	009	EDGE HILL	Down lines from 192m 48ch (1m 04ch).
London-North-Western-North	0085	010	EDGE HILL	Up lines to 192m 55ch (0m 77ch).
London-North-Western-North	0086	005	LIVERPOOL LIME STREET	lines and Platform 1 line only.
London-North-Western-North	0097	003	PATRICROFT	Platform Lengths Patricroft.
London-North-Western-North	0097	004	PATRICROFT	Down platform 182 metres (199 yards).
London-North-Western-North	0097	005	PATRICROFT	Up platform 190 metres (208 yards).
London-North-Western-North	0107	001	EARLESTOWN	Platform Lengths Earlestown
London-North-Western-North	0107	002	EARLESTOWN	Platform 3 Up 8 Down 98m (107yards)
London-North-Western-North	0145	002	CREWE	Platform Lengths. Crewe
London-North-Western-North	0148	002	CHESTER	(Platform 7 and Birkenhead lines only).
London-North-Western-North	0153	006	FFLINT	Platform Lengths Fflint
London-North-Western-North	0153	007	FFLINT	Platform Up 178m (195yds)
London-North-Western-North	0153	008	FFLINT	Platform Down 209m (229yds)
London-North-Western-North	0155	005	PRESTATYN	Platform Lengths Prestatyn
London-North-Western-North	0155	006	PRESTATYN	Platform Up 243 m (266yds)
London-North-Western-North	0155	007	PRESTATYN	Platform Down 243 m (266yds)
London-North-Western-North	0156	012	RHYL	Platform Lengths Rhyl
London-North-Western-North	0156	014	RHYL	Platform Up 267m (292yds)
London-North-Western-North	0156	016	RHYL	Platform Down 263m (287yds)
London-North-Western-North	0158	003	LLANDUDNO JUNCTION	Platform Lengths Llandudno Jn
London-North-Western-North	0158	005	LLANDUDNO JUNCTION	Up and Down 298m (326 yds)
London-North-Western-North	0159	008	CONWY	Platform Lengths Conwy
London-North-Western-North	0159	009	CONWY	Platform Up 51m (56 yds)
London-North-Western-North	0159	010	CONWY	Down 51m (56 yds)
London-North-Western-North	0160	001	PENMAENMAWR	Platform Lengths Penmaenmawr
London-North-Western-North	0160	002	PENMAENMAWR	Platform Up 169m (185 yds)
London-North-Western-North	0160	003	PENMAENMAWR	Platform Down 165m (180 yds)
London-North-Western-North	0161	001	LLANFAIRFECHAN	Platform Lengths Llanfairfechan
London-North-Western-North	0161	002	LLANFAIRFECHAN	Platform Up 114m (125 yds)
London-North-Western-North	0161	003	LLANFAIRFECHAN	Platform Down 141m (154 yds)
London-North-Western-North	0161	005	LLANFAIRFECHAN	Up and Down Main lines between 231m 10ch and
London-North-Western-North	0162	003	BANGOR	Platform Lengths Bangor
London-North-Western-North	0162	007	BANGOR	Up Main between 239m 06ch to 233m 61ch
London-North-Western-North	0164	001	LLANFAIRPWLL	Platform Lengths Llanfairpwill
London-North-Western-North	0164	002	LLANFAIRPWLL	Platform Up 37m (40 yds)
London-North-Western-North	0164	003	LLANFAIRPWLL	Platform Down 37m (40 yds)
London-North-Western-North	0164	005	LLANFAIRPWLL	Up and Down Main lines between 241m 57ch and
London-North-Western-North	0165	001	BODORGAN	Platform Lengths Bodorgan
London-North-Western-North	0165	002	BODORGAN	Platform Up 96m (105yds)
London-North-Western-North	0165	003	BODORGAN	Platform Down 96m (105 yds)
London-North-Western-North	0165	004	BODORGAN	Platform Lengths Ty Croes
London-North-Western-North	0165	005	BODORGAN	Platform Up 85m (93yds)
London-North-Western-North	0165	006	BODORGAN	Platform Down 84m (92yds)
London-North-Western-North	0167	002	HOLYHEAD	Platform Lengths Holyhead
London-North-Western-North	0168	005	CHESTER	station area including platform lengths and
London-North-Western-North	0170	004	HELSBY	Platform lengths Helsby.
London-North-Western-North	0170	005	HELSBY	Platform 1 139 metres (152 yards).
London-North-Western-North	0170	006	HELSBY	Platform 2 84 metres (92 yards).
London-North-Western-North	0170	007	HELSBY	Platforms 3 4 4 see NW3013 seq 004.
London-North-Western-North	0171	002	FRODSHAM	Platform lengths Frodsham.
London-North-Western-North	0171	003	FRODSHAM	Platform 1. 156 metres (171 yards).
London-North-Western-North	0171	004	FRODSHAM	Platform 2 158 metres (173 yards).
London-North-Western-North	0171	006	FRODSHAM	Down Main 10m 70ch to 11m 68ch.
London-North-Western-North	0171	007	FRODSHAM	Up Main 11m 46ch to 10m 27ch (including Up
London-North-Western-North	0171	011	FRODSHAM	Up Goods Loop 401 metres (439 yards).
London-North-Western-North	0172	009	RUNCORN EAST	Platform lengths Runcorn East.
London-North-Western-North	0172	010	RUNCORN EAST	Platform 1 183 metres (200 yards).
London-North-Western-North	0172	011	RUNCORN EAST	Platform 2. 183 metres (200 yards).
London-North-Western-North	0172	012	RUNCORN EAST	Down Main and Up Main lines (WCML) provided
London-North-Western-North	0176	001	WREXHAM GENERAL	Tail lamp telephones on Platforms 3 and 4.
London-North-Western-North	0176	002	WREXHAM GENERAL	Platform Lengths Wrexham General.
London-North-Western-North	0176	003	WREXHAM GENERAL	Platform 1 198 metres (217 yards).
London-North-Western-North	0176	004	WREXHAM GENERAL	Platform 2 197 metres (215 yards).
London-North-Western-North	0176	005	WREXHAM GENERAL	Platform 3 152 metres (166 yards) (both directions).
London-North-Western-North	0190	002	ELLESMERE PORT	Platform Lengths Ellesmere Port
London-North-Western-North	0190	003	ELLESMERE PORT	Platform Up 135m (148 yds)
London-North-Western-North	0190	004	ELLESMERE PORT	Platform Down 135m (148 yds)
London-North-Western-North	0194	002	DOLGARROG	Platform Lengths Dolgarrog
London-North-Western-North	0194	003	DOLGARROG	Platform Up 41m (45 yds)
London-North-Western-North	0194	004	DOLGARROG	Platform Down 41m (45 yds)
London-North-Western-North	0197	002	BLAENAU FFESTINIOG	the platform at Blaenau Ffestiniog station.
London-North-Western-North	0197	003	BLAENAU FFESTINIOG	Platform Lengths Blaenau Ffestiniog
London-North-Western-North	0197	004	BLAENAU FFESTINIOG	Platform Up 199m (218 yds)
London-North-Western-North	0197	005	BLAENAU FFESTINIOG	Platform Down 199m (218 yds)
